Name,Date,Time,Latitude,Longitude,Magnetic Reading,Anomaly(nT),Correction_Diurnal,Altitude MSL(m),IGRF
120,23/12/2015,,16.895850,79.19466,42706,1075,,,43781
121,23/12/2015,,16.906580,79.1663,42705,1076,,,43781
122,23/12/2015,,16.903980,79.17317,42699,1082,,,43781
123,23/12/2015,,16.896180,79.1938,42693,1088,,,43781
124,23/12/2015,,16.901700,79.17919,42694,1087,,,43781
126,23/12/2015,,16.892280,79.20412,42704,1077,,,43781
127,23/12/2015,,16.901400,79.18,42611,1170,,,43781
128,23/12/2015,,16.900080,79.18349,42738,1043,,,43781
129,23/12/2015,,16.899100,79.18607,42741,1040,,,43781
130,23/12/2015,,16.901380,79.18005,42727,1054,,,43781
131,23/12/2015,,16.899430,79.1852,42683,1098,,,43781
132,23/12/2015,,16.904300,79.17232,42691,1090,,,43781
133,23/12/2015,,16.904630,79.17146,42577,1204,,,43781
134,23/12/2015,,16.893580,79.20068,42693,1088,,,43781
135,23/12/2015,,16.908850,79.16028,42576,1205,,,43781
136,23/12/2015,,16.905280,79.16974,42571,1210,,,43781
137,23/12/2015,,16.903650,79.17403,42687,1094,,,43781
138,23/12/2015,,16.902030,79.17833,42703,1078,,,43781
139,23/12/2015,,16.898130,79.18864,42680,1101,,,43781
140,23/12/2015,,16.906900,79.16544,42712,1069,,,43781
141,23/12/2015,,16.895200,79.19638,42746,1035,,,43781
142,23/12/2015,,16.902680,79.17661,42709,1072,,,43781
143,23/12/2015,,16.894230,79.19896,42680,1101,,,43781
144,23/12/2015,,16.892600,79.20325,42674,1107,,,43781
145,23/12/2015,,16.911130,79.15427,42622,1159,,,43781
146,23/12/2015,,16.897480,79.19036,42684,1097,,,43781
147,23/12/2015,,16.910800,79.15512,42704,1077,,,43781
148,23/12/2015,,16.910480,79.15598,42717,1064,,,43781
149,23/12/2015,,16.911450,79.1534,42683,1098,,,43781
150,23/12/2015,,16.893900,79.1998,42684,1097,,,43781
151,23/12/2015,,16.895610,79.194742,42705,1076,,,43781
152,23/12/2015,,16.895124,79.195399,42691,1090,,,43781
153,23/12/2015,,16.895200,79.1964,42641,1140,,,43781
154,23/12/2015,,16.894900,79.1972,42720,1061,,,43781
155,23/12/2015,,16.894600,79.1981,42718,1063,,,43781
156,23/12/2015,,16.893900,79.19971,42702,1079,,,43781
,23/12/2015,,16.893900,79.19971,42718,1063,,,43781
